t,x,y,z,u,v,w,x_dot,y_dot,z_dot,u_dot,v_dot,w_dot
4.413,-14.63061562721809,-10.494031489264172,12.236375633041265,-159.46784906248075,-3.2818366952917453,-243.6204044275195,-118.10200768294158,-216.85566082026642,120.90339819871599,287.8767602700806,-31.482094467792514,484.8955417535533
2.9050000000000002,22.830614441560208,9.601525583453046,42.33056652327722,87.67087391864168,-38.374012446505134,324.5932042355113,-44.62001466242994,-298.4031521590201,106.32580689896956,-494.108891353949,28.80457675035914,465.2257182117987
2.5265,-4.231754074489475,-15.446228030585209,25.87178971167963,154.69101777381317,-38.573369687690516,293.58417926905406,42.54627821285584,45.01353515930557,-3.6276632202135772,244.93054567213872,-46.338684091755624,1066.2916894392497
1.5645,-1.5879001013105785,-8.300346615801995,17.044660081299735,70.45281182048319,-2.1924916236028165,121.6586810135901,3.3283466755690228,-6.903147127391161,-32.2728738066571,71.02377480282843,-24.901039847405986,-15.742580883989149
3.4065,10.461129683775093,2.817284986018223,36.712194035441826,-8.324060267298176,-31.564097843842752,53.08093908702488,-84.76250724486688,-62.3925787771443,-68.42842423942358,-95.10465279253984,8.45185495805467,-836.4039065660111
4.309,-6.342223339997405,6.573031818242477,13.24842705035019,-177.90068805788948,-3.0290912782899495,-349.9264168973585,-48.74813647549067,-97.10171080289594,-77.01721622737188,90.81835551427336,19.71909545472743,1142.3598810315307
8.978,8.119392799671433,1.1643503840872342,35.89016679394979,-31.02822212849324,2.392804604958388,-39.72399916289692,-100.57864628433524,-67.62051844404817,-86.25448966457334,-10.760507362997096,3.4930511522617027,-716.3680758823771
8.5015,0.6627986020339623,-3.800030878309816,21.133625076149585,68.23198535098098,-7.15788069064917,153.7639957002702,23.603690547543195,15.508935269528095,-58.87569314439774,12.076442509010079,-11.400092634929448,-95.65076039373935
8.291500000000001,-8.160138232560362,-7.5418731691943535,32.75686635879767,51.524762081587376,-3.953955847206521,79.17575733674776,57.70741271524746,50.31251605800597,-25.810007925941733,195.52336941671393,-22.62561950758306,896.0321723079259
2.9995000000000003,12.251372883432948,-6.616858894803211,31.75755437183982,83.3073327583338,-38.736913083095565,313.51437384635307,-105.37498502402777,-0.681427761284553,-165.75347588067942,126.8279233641711,-19.85057668440963,-489.50658881779236
8.231,-11.104883345517516,-11.22453453889902,32.527712392536664,35.637683098390845,-2.2641656666618526,21.456193554431675,34.441171164575806,63.76841814673453,37.90549602502833,329.47074812301065,-33.67360361669706,944.6503706165055
9.004,5.648525021440112,-0.12382170644584435,33.56822571451698,-30.63409136569753,2.427657368569009,-55.186475221892294,-88.35755864455709,-33.756097935598575,-90.2157975199592,34.79056635602829,-0.37146511933753307,-476.46734130394736
2.251,-4.34462708512065,-15.43116988527694,11.56303270997426,92.76582518538937,-23.984649869883803,88.27825972954467,-18.099602816173544,-31.996673530327264,36.207539310983954,85.66529695123764,-46.29350965583082,189.8716736909646
0.6365000000000001,5.444384961579058,-0.7123400973903498,41.75838259620063,-91.64207796806956,16.01319414346624,-265.8203812079875,-153.20932855776363,-90.20678534848166,-115.23533258305001,121.3882482935106,-2.1370202921710493,-1168.621141621622
